"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"148","1130.txt","doc.add(new TextField(""title"", ALT_DOCS[i], Field.Store.YES));","doc.add(new Field(""title"", ALT_DOCS[i], TextField.TYPE_STORED));","doc.add(new Field(""title"", ALT_DOCS[i], TextField.TYPE_STORED));",294,294,0
"149","1131.txt","Field field = new StringField(""dummy"", """", Field.Store.NO); // a dummy Field","Field field = new StringField(""dummy"", """"); // a dummy Field","Field field = new StringField(""dummy"", """"); // a dummy Field",438,438,0
"150","1132.txt","FieldType customType2 = new FieldType(TextField.TYPE_NOT_STORED);","FieldType customType2 = new FieldType(TextField.TYPE_UNSTORED);","FieldType customType2 = new FieldType(TextField.TYPE_UNSTORED);",138,138,0
"151","1133.txt","d.add(new TextField(""content"", content, Field.Store.YES));","d.add(new Field(""content"", content, TextField.TYPE_STORED));","d.add(new Field(""content"", content, TextField.TYPE_STORED));",266,266,0
"152","1134.txt","d.add(new TextField(""content"", ""alpha"", Field.Store.YES));","d.add(new Field(""content"", ""alpha"", TextField.TYPE_STORED));","d.add(new Field(""content"", ""alpha"", TextField.TYPE_STORED));",331,331,0
"153","1135.txt","FieldType ft = new FieldType(TextField.TYPE_NOT_STORED);","FieldType ft = new FieldType(TextField.TYPE_UNSTORED);","FieldType ft = new FieldType(TextField.TYPE_UNSTORED);",187,187,0
"154","1136.txt","FieldType ft = new FieldType(TextField.TYPE_NOT_STORED);","FieldType ft = new FieldType(TextField.TYPE_UNSTORED);","FieldType ft = new FieldType(TextField.TYPE_UNSTORED);",96,96,0
"155","1137.txt","doc.add(newStringField(""id"", ""test"", Field.Store.NO));","doc.add(newField(""id"", ""test"", StringField.TYPE_UNSTORED));","doc.add(newField(""id"", ""test"", StringField.TYPE_UNSTORED));",137,137,0
"156","1138.txt","doc.add(new StringField(""id"", """" + i, Field.Store.NO));","doc.add(new Field(""id"", """" + i, StringField.TYPE_UNSTORED));","doc.add(new Field(""id"", """" + i, StringField.TYPE_UNSTORED));",39,39,0
"157","1139.txt","doc.add(new TextField(""id"", ""1"", Field.Store.NO));","doc.add(new Field(""id"", ""1"", TextField.TYPE_UNSTORED));","doc.add(new Field(""id"", ""1"", TextField.TYPE_UNSTORED));",95,95,0
"158","114.txt","protected FastIDSet doGetCandidateItems(long[] preferredItemIDs, DataModel dataModel) throws TasteException {","FastIDSet doGetCandidateItems(long[] preferredItemIDs, DataModel dataModel) throws TasteException {","FastIDSet doGetCandidateItems(long[] preferredItemIDs, DataModel dataModel) throws TasteException {",39,39,0
"159","1140.txt","doc.add(new TextField(""id"", i + """", Field.Store.YES));","doc.add(new Field(""id"", i + """", TextField.TYPE_STORED));","doc.add(new Field(""id"", i + """", TextField.TYPE_STORED));",236,236,0
"160","1141.txt","Field field = newTextField(""field"", ""testData"", Field.Store.YES);","Field field = newField(""field"", ""testData"", TextField.TYPE_STORED);","Field field = newField(""field"", ""testData"", TextField.TYPE_STORED);",480,480,0
"161","1142.txt","FieldType ft = new FieldType(TextField.TYPE_NOT_STORED);","FieldType ft = new FieldType(TextField.TYPE_UNSTORED);","FieldType ft = new FieldType(TextField.TYPE_UNSTORED);",63,63,0
"162","1143.txt","losAngeles.add(new StringField(""name"", ""Los Angeles"", Field.Store.YES));","losAngeles.add(new Field(""name"", ""Los Angeles"", StringField.TYPE_STORED));","losAngeles.add(new Field(""name"", ""Los Angeles"", StringField.TYPE_STORED));",48,48,0
"163","1144.txt","FieldType fieldType = new FieldType(DoubleField.TYPE_NOT_STORED);","FieldType fieldType = new FieldType(DoubleField.TYPE);","FieldType fieldType = new FieldType(DoubleField.TYPE);",42,42,0
"164","1145.txt","if (! success && (stream != null)) {","if (! success) {","if (! success) {",90,90,0
"165","1146.txt","public byte[] read() throws IOException","public byte[] read() throws IOException, ReadNotCompleteException","public byte[] read() throws IOException, ReadNotCompleteException",37,37,0
"166","1147.txt","public byte[] read() throws IOException","public byte[] read() throws IOException, ReadNotCompleteException","public byte[] read() throws IOException, ReadNotCompleteException",37,37,0
"167","1148.txt","public byte[] read() throws IOException","public byte[] read() throws IOException, ReadNotCompleteException","public byte[] read() throws IOException, ReadNotCompleteException",38,38,0
"168","1149.txt","public byte[] read() throws IOException","public byte[] read() throws IOException, ReadNotCompleteException","public byte[] read() throws IOException, ReadNotCompleteException",37,37,0
"169","115.txt","for (AtomicReaderContext context : multi.leaves()) {","for (AtomicReaderContext context : multi.getTopReaderContext().leaves()) {","for (AtomicReaderContext context : multi.getTopReaderContext().leaves()) {",113,113,0
"170","1150.txt","public byte[] read() throws IOException","public byte[] read() throws IOException, ReadNotCompleteException","public byte[] read() throws IOException, ReadNotCompleteException",34,34,0
"171","1151.txt","return new NGramTokenFilter(luceneMatchVersion, input, minGramSize, maxGramSize);","return new NGramTokenFilter(input, minGramSize, maxGramSize);","return new NGramTokenFilter(input, minGramSize, maxGramSize);",50,50,0
"172","1152.txt","public static final Version TEST_VERSION_CURRENT = Version.LUCENE_44;","public static final Version TEST_VERSION_CURRENT = Version.LUCENE_43;","public static final Version TEST_VERSION_CURRENT = Version.LUCENE_43;",234,234,0
"173","1153.txt","docValues[i] = getDocValuesForMerge(mergeState.readers.get(i), fieldInfo);","docValues[i] = getDocValuesForMerge(mergeState.readers.get(i).reader, fieldInfo);","docValues[i] = getDocValuesForMerge(mergeState.readers.get(i).reader, fieldInfo);",53,53,0
"174","1154.txt","void apply(RowMutation mutation, Object serializedMutation, boolean writeCommitLog) throws IOException","void apply(RowMutation mutation, DataOutputBuffer serializedMutation, boolean writeCommitLog) throws IOException","void apply(RowMutation mutation, DataOutputBuffer serializedMutation, boolean writeCommitLog) throws IOException",431,431,0
"175","1155.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",48,48,0
"176","1156.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",329,329,0
"177","1157.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",612,612,0
"178","1158.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",59,59,0
"179","1159.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",317,317,0
"180","116.txt","for (final AtomicReaderContext ctx : reader.leaves()) {","for (final AtomicReaderContext ctx : reader.getTopReaderContext().leaves()) {","for (final AtomicReaderContext ctx : reader.getTopReaderContext().leaves()) {",501,501,0
"181","1160.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",218,218,0
"182","1161.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",136,136,0
"183","1162.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",35,35,0
"184","1163.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",270,270,0
"185","1164.txt","TokenStream tokenStream = tfac.create(tokenizerChain.initReader(null, new StringReader(value)));","TokenStream tokenStream = tfac.create(tokenizerChain.initReader(new StringReader(value)));","TokenStream tokenStream = tfac.create(tokenizerChain.initReader(new StringReader(value)));",115,115,0
"186","1165.txt","protected Reader initReader(String fieldName, Reader reader) {","protected Reader initReader(Reader reader) {","protected Reader initReader(Reader reader) {",47,47,0
"187","1166.txt","set(""gramSize"", Integer.toString(gramSize));","set(""gramSize"", Integer.toBinaryString(gramSize));","set(""gramSize"", Integer.toBinaryString(gramSize));",43,43,0
"188","1167.txt","@JoinColumn(name = ""QUOTE_SYMBOL"", columnDefinition=""VARCHAR(250)"")","@JoinColumn(name = ""QUOTE_SYMBOL"")","@JoinColumn(name = ""QUOTE_SYMBOL"")",77,77,0
"189","1168.txt","@JoinColumn(name=""PROFILE_USERID"", columnDefinition=""VARCHAR(250)"")","@JoinColumn(name=""PROFILE_USERID"")","@JoinColumn(name=""PROFILE_USERID"")",106,106,0
"190","1169.txt","context.getCounter(""NaiveBayes"", ""Skipped instance: not in label list"").increment(1);","context.getCounter(""NaiveBayes"", ""Skipped instance: not in label list"");","context.getCounter(""NaiveBayes"", ""Skipped instance: not in label list"");",43,43,0
"191","117.txt","for (AtomicReaderContext ctx : r.leaves()) {","for (AtomicReaderContext ctx : r.getTopReaderContext().leaves()) {","for (AtomicReaderContext ctx : r.getTopReaderContext().leaves()) {",318,318,0
"192","1170.txt","checkRandomData(random(), analyzer, atLeast(1000));","checkRandomData(random(), analyzer, atLeast(10000));","checkRandomData(random(), analyzer, atLeast(10000));",49,49,0
"193","1171.txt","checkRandomData(random, a, 100*RANDOM_MULTIPLIER, 8192);","checkRandomData(random, a, 200*RANDOM_MULTIPLIER, 8192);","checkRandomData(random, a, 200*RANDOM_MULTIPLIER, 8192);",143,143,0
"194","1172.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",70,70,0
"195","1173.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",79,79,0
"196","1174.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",79,79,0
"197","1175.txt","checkRandomData(random(), new ItalianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ItalianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ItalianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",57,57,0
"198","1176.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"199","1177.txt","checkRandomData(random(), new CzechAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new CzechAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new CzechAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",55,55,0
"200","1178.txt","checkRandomData(random(), new DanishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new DanishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new DanishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"201","1179.txt","checkRandomData(random(), new PersianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PersianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PersianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",227,227,0
"202","118.txt","for(AtomicReaderContext context : reader.leaves()) {","for(AtomicReaderContext context : reader.getTopReaderContext().leaves()) {","for(AtomicReaderContext context : reader.getTopReaderContext().leaves()) {",1296,1296,0
"203","1180.txt","checkRandomData(random(), new BulgarianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BulgarianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BulgarianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",79,79,0
"204","1181.txt","checkRandomData(random(), new UAX29URLEmailAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new UAX29URLEmailAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new UAX29URLEmailAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",255,255,0
"205","1182.txt","checkRandomData(random(), new KeywordAnalyzer(), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new KeywordAnalyzer(), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new KeywordAnalyzer(), 10000*RANDOM_MULTIPLIER);",130,130,0
"206","1183.txt","checkRandomData(random(), new GermanAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GermanAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GermanAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",64,64,0
"207","1184.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",63,63,0
"208","1185.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"209","1186.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",67,67,0
"210","1187.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",63,63,0
"211","1188.txt","checkRandomData(random(), new SwedishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new SwedishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new SwedishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
