"","File","Query","SolutionStr","MySolutionStr"
"175","1271.txt","assertNull(parser.getRecord());","assertTrue(parser.getRecord() == null);","assertEquals(res.length, records.size());"
"176","12722.txt","return new Annotation[0];","return null;","return cachedFieldAnnotations;"
"177","12747.txt","catch (Exception ex) {","catch (SQLException ex) {","catch (SQLException ex) {"
"178","12748.txt","""La taille de l'\u00e9chantillon doit \u00eatre positive"" },","""Taille de l'\u00e9chantillon doit \u00eatre positif"" },","""la taille de l''\u00e9chantillon doit \u00eatre positive ({0})"" },"
"179","12788.txt","int read = IOUtils.readFully(this, namebuffer, 0, bufflen);","int read = read(namebuffer, 0, bufflen);","int read = IOUtils.readFully(input, name);"
"180","1281.txt","public static <T> boolean isEmpty(T[] array) {","public static boolean isEmpty(Object[] array) {","public static boolean isEmpty(byte[] array) {"
"181","12853.txt","if(tuple.getSourceStreamId().equals(Constants.SYSTEM_TICK_STREAM_ID)) {","if(tuple.isTick()) {","if(ct.equals(CoordType.single())) {"
"182","12865.txt","// this.remoteFileRepositoryExecutor = remoteFileRepositoryExecutor;","this.remoteFileRepositoryExecutor = remoteFileRepositoryExecutor;","remoteFileRepositoryExecutor = this.remoteFileRepositoryExecutor;"
"183","12870.txt","this.parseAttributes(reader, node, attributes, null);","this.parseAttributes(reader, node, attributes, EnumSet.copyOf(attributes));","this.parseAttributes(reader, node, expectedAttributes, null);"
"184","12875.txt","15000,","Utils.getInt(conf.get(Config.STORM_ZOOKEEPER_CONNECTION_TIMEOUT)),","zkStr,"
"185","12888.txt","new AssertThrows(ClassCastException.class) {","new AssertThrows(IllegalArgumentException.class) {","new AssertThrows(IllegalArgumentException.class) {"
"186","12891.txt","catch (ClassCastException e) {","catch (IllegalArgumentException e) {","catch (IllegalStateException e) {"
"187","12892.txt","new AssertThrows(ClassCastException.class) {","new AssertThrows(IllegalArgumentException.class) {","new AssertThrows(IllegalStateException.class) {"
"188","1290.txt","serviceBuilder.addDependency(ContextNames.serviceNameOfNamingStore(applicationName, moduleName, componentName, bindingName), NamingStore.class, service.getNamingStoreInjector());","serviceBuilder.addDependency(contextServiceName, NamingStore.class, service.getNamingStoreInjector());","ServiceBuilder<ManagedReferenceFactory> serviceBuilder = serviceTarget.addService(ContextNames.serviceNameOfContext(applicationName, moduleName, componentName, bindingName), service);"
"189","1291.txt","getComponentInstanceSystemInterceptorFactories().add(interceptorFactory);","getComponentSystemInterceptorFactories().add(interceptorFactory);","getComponentSystemInterceptorFactories().add(interceptorFactory);"
"190","12924.txt","if (nextSecurityDomain == null || nextSecurityDomain.isEmpty()) {","if(nextSecurityDomain.isEmpty()) {","if (nextSecurityDomain == null) {"
"191","12977.txt","@Test @Ignore(""AS7-2707"")","@Test","@Test"
"192","13004.txt","return setBolt(id, new BatchBoltExecutor(new CommitterBoltExecutor(bolt)), parallelism, true);","return setBolt(id, new CommitterBoltExecutor(bolt), parallelism, true);","return setBolt(id, new BatchBoltExecutor(bolt), parallelism, false);"
"193","13009.txt","throw new IllegalStateException(""<?"" + TemplateParser.EXTENSIONS_PI + ""?> should not take any data"");","throw new IllegalStateException(""<?"" + TemplateParser.SUBSYSTEMS_PI + ""?> should not take any data"");","throw new IllegalStateException(""<?"" + TemplateParser.SOCKET_BINDINGS_PI + ""?> should not take any data"");"
"194","13012.txt","public void testDropPhase1Objective() {","public void testdiscardArtificialVariables() {","public void testSerial() {"
"195","13032.txt","RuntimeException failedToWriteConfigurationFile(@Cause Throwable e, File fileName);","String failedToWriteConfigurationFile(File fileName);","DeploymentUnitProcessingException failedToConfigureLogging(@Cause Throwable cause, String fileName);"
"196","13047.txt","this.separator = """";","this.seperator = """";","this.separator = ""="";"
"197","13048.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (pools.isEmpty()) {"
"198","13051.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (driver.isFromDeployment()) {"
"199","13052.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (driver.isFromDeployment()) {"
"200","13054.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (operation.get(attribute).isDefined()) {"
"201","13055.txt","return context.isNormalServer();","return context.getType() == OperationContext.Type.SERVER;","context.removeService(controller.getName());"
"202","13056.txt","return context.isNormalServer();","return context.getType() == OperationContext.Type.SERVER;","return pes;"
"203","13057.txt","if (!context.isNormalServer()) {","if (context.getType() != OperationContext.Type.SERVER) {","if (!failureRecorded) {"
"204","13059.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (controller != null) {"
"205","13060.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (controller != null) {"
"206","13064.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if(config.hasDefined(CommonAttributes.ROLE)) {"
"207","13065.txt","if(context.isNormalServer()) {","if(context.getType() == OperationContext.Type.SERVER) {","if(controller != null) {"
"208","13066.txt","if(context.isNormalServer()) {","if(context.getType() == OperationContext.Type.SERVER) {","if(controller != null) {"
"209","13067.txt","if(context.isNormalServer()) {","if(context.getType() == OperationContext.Type.SERVER) {","if(! value.isDefined()) {"
"210","13068.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (!context.hasFailureDescription()) {"
"211","13069.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","while (entries.hasMore()) {"
"212","13074.txt","return context.isNormalServer();","return context.getType() == OperationContext.Type.SERVER;","context.reloadRequired();"
"213","13075.txt","return context.isNormalServer();","return context.getType() == OperationContext.Type.SERVER;","context.reloadRequired();"
"214","13076.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (remoteDestination) {"
"215","13077.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (controller != null) {"
"216","13078.txt","if (context.isNormalServer()) {","if (context.getType() == OperationContext.Type.SERVER) {","if (controller != null) {"
"217","13156.txt","log.errorf(""Operation (%s) failed - address: (%s) - failure description: %s"", operation.get(OP), operation.get(OP_ADDR), response.get(FAILURE_DESCRIPTION));","log.warnf(""Operation (%s) failed - address: (%s)"", operation.get(OP), operation.get(OP_ADDR));","log.errorf(t, ""Operation (%s) failed - address: (%s)"", operation.get(OP), operation.get(OP_ADDR));"
"218","13157.txt","registry.registerReadOnlyAttribute(attr, null);","registry.registerReadWriteAttribute(attr, null, QueueConfigurationWriteHandler.INSTANCE);","registry.registerReadOnlyAttribute(attr, QueueReadAttributeHandler.INSTANCE);"
"219","13158.txt","registry.registerReadOnlyAttribute(attr, null);","registry.registerReadWriteAttribute(attr, null, JMSQueueConfigurationWriteHandler.INSTANCE);","registry.registerReadOnlyAttribute(attr, JMSQueueReadAttributeHandler.INSTANCE);"
"220","13160.txt",".setValidator(new StringLengthValidator(1, true, true))",".setValidator(new StringLengthValidator(1, true))",".setValidator(new StringLengthValidator(1, true))"
"221","13172.txt","super(existing, globalRollback);","super(existing);","super(existing, setPlan);"
"222","13188.txt","final ModelNode valueTypeDesc = getValueTypeDescription(true);","final ModelNode valueTypeDesc = getValueTypeDescription(false);","final ModelNode valueTypeDesc = getValueTypeDescription(false);"
"223","13204.txt","public static final AttachmentKey<AttachmentList<String>> DEFERRED_MODULES = AttachmentKey.createList(String.class);","public static final AttachmentKey<Boolean> DEFERRED_MODULE_PHASE = AttachmentKey.create(Boolean.class);","public static final AttachmentKey<AttachmentList<String>> INDEX_IGNORE_PATHS = AttachmentKey.createList(String.class);"
"224","13214.txt","result = result.replace(""${jboss.management.https.port:9993}"", ""9993"");","result = result.replace(""${jboss.management.https.port:9443}"", ""9443"");","result = result.replace(""${jboss.management.http.port:9990}"", ""9990"");"
"225","13219.txt","final PathAddress address = PathAddress.pathAddress(executionContext.getOperation().get(OP_ADDR));","final PathAddress address = PathAddress.pathAddress(executionContext.getOperation().require(ModelDescriptionConstants.OP_ADDR));","final PathAddress address = PathAddress.pathAddress(executionContext.getOperation().get(ModelDescriptionConstants.OP_ADDR));"
"226","13222.txt","public boolean isEmpty() {","boolean isEmpty() {","public boolean equals(Object o) {"
"227","1326.txt","private int maxCodeLen = 4;","protected int maxCodeLen = 4;","private int maxLength;"
"228","13285.txt","public static Set<Locale> availableLocaleSet() {","public static synchronized Set<Locale> availableLocaleSet() {","public static List<Locale> availableLocaleList() {"
"229","13286.txt","bindName = bindName.substring(7);","bindName = bindName.substring(6);","bindName = bindName.substring(6);"
"230","1329.txt","int desiredNumWorkers = topology.getNumWorkers();","int desiredNumWorkers = ((Number) topology.getConf().get(Config.TOPOLOGY_WORKERS)).intValue();","int assignedNumWorkers = this.getAssignedNumWorkers(topology);"
"231","13299.txt","this.tag.setServletRelativeAction(action);","this.tag.setAction(action);","this.tag.setAction(action);"
"232","13300.txt","public static final AttachmentKey<AttachmentList<ServiceName>> JNDI_DEPENDENCIES = AttachmentKey.createList(ServiceName.class);","public static final AttachmentKey<Set<ServiceName>> JNDI_DEPENDENCIES = AttachmentKey.create(Set.class);","public static final AttachmentKey<AttachmentList<ServiceName>> NEXT_PHASE_DEPS = AttachmentKey.createList(ServiceName.class);"
"233","13301.txt","return delegate.getInvocationTimeout();","return 0;","return delegate.getEndpointName();"
"234","13335.txt","ctx.printColumns(Util.getDeployments(client));","ctx.printLine(""File path is missing."");","ctx.printLine(Util.getFailureDescription(result));"
"235","13336.txt","TransformationDescription.Tools.register(description, reg);","description.register(reg);","return getTransfomers(target).transformOperation(context, operation);"
"236","1337.txt","if (service != null) {","if (sslIdentity != null) {","if (response == null) {"
"237","13399.txt",".setAllowExpression(false)",".setAllowExpression(true)",".setAllowExpression(true)"
"238","13409.txt","response = client.execute(new HttpGet(SessionOperationServlet.createGetURI(baseURL1, ""a"")));","response = client.execute(new HttpGet(SessionOperationServlet.createGetURI(baseURL2, ""a"")));","response = client.execute(new HttpGet(SessionOperationServlet.createGetURI(baseURL2, ""a"")));"
"239","13436.txt","return CommonDescriptions.getValidateAddressOperation(locale);","return new ModelNode();","return CommonDescriptions.getSubsystemDescribeOperation(locale);"
"240","13449.txt","if (operationObject.hasDefined(name)&&isDeprecated()){","if (isDeprecated()){","if(operationObject.hasDefined(alternative)) {"
"241","13451.txt","resourceRegistration.registerOperationHandler(RootResourceHack.DEFINITION, RootResourceHack.INSTANCE);","resourceRegistration.registerOperationHandler(RootResourceHack.NAME, RootResourceHack.INSTANCE, RootResourceHack.INSTANCE, false, OperationEntry.EntryType.PRIVATE, runtimeOnlyFlag);","resourceRegistration.registerOperationHandler(WhoAmIOperation.DEFINITION, WhoAmIOperation.INSTANCE, true);"
"242","13453.txt","String VAULT_OPTIONS = ""vault-options"";","String OPTIONS = ""options"";","String VAULT_OPTION = ""vault-option"";"
"243","13454.txt","if (prePassivates != null) {","if (preDestroys != null) {","if (preDestroys != null) {"
"244","1346.txt","throw new IllegalStateException(""No resource adapter registered with resource adapter name "" + resourceAdapterName);","throw new IllegalStateException(""Not found RA registered as "" + resourceAdapterName);","throw new IllegalStateException(""found more than one RA registered as "" + resourceAdapterName);"
"245","13517.txt","bd.addConfigurations(m);","scd.addConfigurations(m);","scd.addConfigurations(m);"
"246","13518.txt","if (isActive()) {","if (this.webSocketSession != null) {","if (logger.isTraceEnabled()) {"
"247","1353.txt","UUID(""uuid"", ""com.arjuna.ats.internal.arjuna.utils.UuidProcessId""),","UUID(""uuid"", ""org.jboss.as.txn.UuidProcessId""),","FILE(""file"", ""com.arjuna.ats.internal.arjuna.utils.FileProcessId""),"
"248","13535.txt","String hostUrl = ""remote://localhost:4447"";","String hostUrl = ""remote://localhost:9999"";","String value = null;"
"249","13604.txt",".addRejectCheck(RejectAttributeChecker.SIMPLE_EXPRESSIONS, VaultResourceDefinition.OPTIONS)",".addRejectCheck(RejectAttributeChecker.SIMPLE_LIST_EXPRESSIONS, VaultResourceDefinition.OPTIONS)",".addRejectCheck(RejectAttributeChecker.SIMPLE_EXPRESSIONS, VaultResourceDefinition.CODE)"
"250","13605.txt","return TypeDescriptor.NULL;","return null;","return TypeDescriptor.valueOf(element.getClass());"
"251","13606.txt","@Test","@Ignore@Test","@SuppressWarnings(""unused"")"
"252","13618.txt","tableau.dropPhase1Objective();","tableau.discardArtificialVariables();","solvePhase1(tableau);"
"253","1363.txt","retval.append(TEST_DATA_PATH);","retval.append(""data/test/"");","retval.append("".obj"");"
"254","13639.txt","bd.addConfigurations(m);","scd.addConfigurations(m);","scd.addConfigurations(m);"
