"","File","Query","SolutionStr","MySolutionStr"
"192","1581.txt","if (getTarget() != null && isValidEvent(e)) {","if (isValidEvent(e)) {","if (getSelectedItem() != null && _clearable) {"
"193","1582.txt","((IMAPRootFolder)treeNode).syncSubscribedFolders();","treeNode.createChildren();","treeNode = (FolderTreeNode) r[0].getFolder();"
"194","1589.txt","value = super.get(key);","super.get(key);","value = super.get(DEFAULT_SCOPE + '.', key);"
"195","1596.txt","return getName();","return null;","return name;"
"196","1599.txt","new StatusPart(parent, e.getStatus());","new ErrorPart(parent);","return Components.getAdapter(part, adapter);"
"197","1608.txt","superclassRange[1] = superclassEnd;","superclassRange[1] = bodyStart - 1;","superclassRange[0] = superclassStart;"
"198","1619.txt","fail(formatted+""expected same:<""+expected+""> was not:<""+actual+"">"");","fail(formatted+""expected same"");","fail(formatted+""expected:<""+expected+""> but was:<""+actual+"">"");"
"199","1622.txt","return TargetManager.getInstance().getTarget();","return detailsPane.getTarget();","TargetManager.getInstance().setTarget(o);"
"200","1624.txt","if (_target != newTarget)","if ((_target != null) && (newTarget != null) && (newTarget.getClass().equals(_target.getClass())))","if (_target != newTarget)"
"201","164.txt","//		lastPartClosePerspective();","lastPartClosePerspective();","lastPartClosePerspective();"
"202","1642.txt","} else if (node instanceof org.eclipse.jdt.internal.compiler.ast.TypeDeclaration) {","} else {","((org.eclipse.jdt.internal.compiler.ast.Initializer) node).parseStatements(parser, enclosingTypeDeclaration, unit);"
"203","1662.txt","void","byte []","Record() {}"
"204","1668.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return name;"
"205","167.txt","return (ICompilationUnit) getAncestor(COMPILATION_UNIT);","return ((JavaElement)getParent()).getCompilationUnit();","return (IOpenable) current;"
"206","1686.txt","return """"; //$NON-NLS-1$","return """"/*nonNLS*/;","return 0;"
"207","1731.txt","public void close() {","public void close() throws IllegalArgumentException {","public boolean isClosed() {"
"208","1759.txt","return this.expressionType = qualificationTb;","return qualificationTb;","return true;"
"209","178.txt","import org.apache.tomcat.util.log.*;","import org.apache.tomcat.logging.*;","import org.apache.tomcat.util.*;"
"210","1786.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;"
"211","1815.txt","public void dispose() {","/* package */ void dispose() {","public void add(IAction action) {"
"212","1824.txt","return contribution.getPluginId();","return contribution.getLocalId();","return contribution.getLocalId();"
"213","1826.txt","toolbar.getParent().layout(); // must layout","toolbar.redraw();","toolbar.setLayoutData(gd);"
"214","1832.txt","((InternalSearchDocument) document).parser = parser;","document.parser = parser;","((InternalSearchDocument) searchDocument).index = null;"
"215","1835.txt","breakLabel.initialize(codeStream);","breakLabel.codeStream = codeStream;","breakLabel.place();"
"216","1850.txt","import javax.swing.*;","import javax.swing.JPopupMenu;","import java.awt.*;"
"217","1871.txt","infoButton.setEnabled(selectedNode.hasInfo());","infoButton.setEnabled(true);","infoButton.setEnabled(false);"
"218","1880.txt","traversedContext.recordReturnFrom(flowInfo.unconditionalInits());","traversedContext.recordReturnFrom(flowInfo.unconditionalInits());//TODO: not only if disctinct from target?","targetContext.recordContinueFrom(flowInfo);"
"219","1882.txt","addField(new UMLComboBoxNavigator(this,""NavStereo"",stereotypeBox),1,0,0);","addField(stereotypeBox,1,0,0);","addField(new UMLTextField(this,new UMLTextProperty(mclass,""name"",""getName"",""setName"")),0,0,0);"
"220","1889.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;"
"221","1890.txt","returnType, name, nameStart, nameEnd, parameterTypes,","null, name, nameStart, nameEnd, parameterTypes,","null, name, nameStart, nameEnd, parameterTypes,"
"222","1902.txt","((InternalSearchPattern)this).mustResolve = true;","this.mustResolve = true;","this.enclosingElement = enclosingElement;"
"223","1903.txt","visitor.visit(this);","boolean visitChildren = visitor.visit(this);","visitor.endVisit(this);"
"224","1910.txt","org.eclipse.jdt.internal.compiler.lookup.TypeBinding binding;","private org.eclipse.jdt.internal.compiler.lookup.TypeBinding binding;","org.eclipse.jdt.internal.compiler.lookup.TypeBinding erasure = parameterizedTypeBinding.erasure();"
"225","1931.txt","statusLineManager.createControl(shell);","Control control = statusLineManager.createControl(shell);","statusLineManager = null;"
"226","1940.txt","traversedContext.recordReturnFrom(flowInfo.unconditionalInits());","traversedContext.recordReturnFrom(flowInfo.unconditionalInits());//TODO: (philippe) not only if distinct from target?","targetContext.recordContinueFrom(flowInfo);"
"227","1966.txt","return getStore().getHeaders(uid, keys, getImapPath() );","return null;","return getStore().getMessageSource(uid, getImapPath());"
"228","1975.txt","List result = new ArrayList();","List result = null;","List users = new ArrayList();"
"229","1998.txt","dragScrolling = (me.isAltDown());","dragScrolling = (me.getModifiers() == InputEvent.BUTTON2_MASK);","if (dragScrolling) me.consume();"
"230","200.txt","return targetTheme.getBoolean(propertyId) ? Boolean.TRUE : Boolean.FALSE;","return new Boolean(targetTheme.getBoolean(propertyId));","return targetTheme.getString(propertyId);"
"231","2007.txt","""update"",roster);","""remove"",roster);","""remove"",roster);"
"232","2030.txt","name = CharOperation.NO_CHAR;","name = NO_CHAR;","name = className;"
"233","2032.txt","if (!checkResourceExistence ||externalFile.exists()) return externalFile;","if (externalFile.exists()) return externalFile;","if (!checkResourceExistence ||resource.exists()) return resource;"
"234","2039.txt","visitor.visit(this);","boolean visitChildren = visitor.visit(this);","visitor.endVisit(this);"
"235","2048.txt","throw new AbortMethod(null); // no compilation unit means wide code gen issue.","throw new AbortMethod(null);","throw new AbortMethod(null);"
"236","2059.txt","StringBuffer buffer = new StringBuffer((this.parameters.length + 1) * 20);","StringBuffer buffer = new StringBuffer(this.parameters.length + 1 * 20);","StringBuffer buffer = new StringBuffer(this.parameters.length + 1 * 20);"
"237","2072.txt","Category.getDefaultHierarchy().disableInfo();","BasicConfigurator.disableInfo();","Category.getRoot().setPriority(Priority.INFO);"
"238","2081.txt","else if (propertyName.startsWith(JavaCore.PLUGIN_ID + "".formatter"")) {//$NON-NLS-1$","if (propertyName.startsWith(JavaCore.PLUGIN_ID + "".formatter"")) {//$NON-NLS-1$","if (propertyName.startsWith(JavaCore.PLUGIN_ID + "".formatter"")) {//$NON-NLS-1$"
"239","2090.txt","""org.columba.mail.folder"");","""folder"");","parentFolder.add(f);"
"240","2094.txt","this.pkgName = key;","this.pkgName = key; // decode into the pkg name, see matchesDecodedKey()","this.pkgName = null;"
"241","2123.txt","action.putValue(Action.MNEMONIC_KEY, new Integer(KeyEvent.VK_C));","action.putValue(Action.MNEMONIC_KEY, new Integer(KeyEvent.VK_P));","action.putValue(Action.MNEMONIC_KEY, new Integer(KeyEvent.VK_T));"
"242","2125.txt","public EditorHistory getEditorHistory() {","protected EditorHistory getEditorHistory() {","public IEditorRegistry getEditorRegistry() {"
"243","2130.txt","this.modifiers = ClassFileConstants.AccPublic | ClassFileConstants.AccStatic;","this.modifiers = ClassFileConstants.AccFinal | ClassFileConstants.AccPublic | ClassFileConstants.AccStatic;","this.modifiers = ClassFileConstants.AccDefault | ClassFileConstants.AccSynthetic;"
"244","2133.txt","int nodesLength = nodes.length;","int nodesLength = nodes == null ? 0 : nodes.length;","int nameLength = name.length;"
"245","2146.txt","break;","default :","break; // no resilience on ambiguous"
"246","2165.txt","catch(Exception e)","catch(InterruptedException e)","catch(Exception e)"
"247","2167.txt","Integer.toString(store.getDefaultInt(IPreferenceConstants.MULTI_KEY_ASSIST_TIME)));","Float.toString(store.getDefaultFloat(IPreferenceConstants.MULTI_KEY_ASSIST_TIME)));","Integer.toString(store.getInt(IPreferenceConstants.MULTI_KEY_ASSIST_TIME)));"
"248","2176.txt","if (isConditionOptimizedTrue) {","if (isConditionTrue) {","if (isConditionOptimizedTrue){"
"249","2197.txt","super.mouseUp(e, x, y);","super.mouseDrag(e, x, y);","super.mouseDown(e, x, y);"
"250","22.txt","return true;","return false;","return false;"
"251","2211.txt","dbs.writeShort(keyTag);","dbs.writeByte(keyTag);","dbs.writeShort(certType);"
"252","2221.txt","protected String getImapPath() throws Exception{","public String getImapPath() {","public HeaderList getHeaderList() throws Exception {"
"253","2227.txt","} else if (token.equals(""charConcat"") || token.equals(""noImplicitStringConversion"")/*backward compatible*/) {//$NON-NLS-1$ //$NON-NLS-2$","} else if (token.equals(""charConcat"") || token.equals(""noImplicitStringConversion"")/*backward compatible*/) {//$NON-NLS-1$","} else if (token.equals(""intfNonInherited"") || token.equals(""interfaceNonInherited"")/*backward compatible*/) { //$NON-NLS-1$ //$NON-NLS-2$"
"254","2233.txt","contextManager.removeContextManagerListener(listener);","contextManager.addContextManagerListener(listener);","contextManager.addContextManagerListener(listener);"
"255","2261.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;"
"256","2265.txt","commandService);","commandManager);","commandImageService);"
"257","2271.txt","if (typeOrPackageCache != null && (mask & Binding.PACKAGE) != 0) // only put not found types in cache if you know its not a package","if (typeOrPackageCache != null)","if (typeOrPackageCache != null)"
"258","2284.txt","if (!zipEntryName.toLowerCase().endsWith("".class"")) {//$NON-NLS-1$","if (!zipEntryName.toLowerCase().endsWith("".class"")) {","if (zipEntry == null) {"
"259","2301.txt","Object[] uids = r[0].getUids();","Object[] uids = MessageNode.toUidArray( (MessageNode[]) r[0].getUids());","Object uid = uids[0];"
"260","2309.txt","public CompilationResult tagAsAccepted(){","CompilationResult tagAsAccepted(){","public CompilationResult("
"261","2315.txt","disposeEntry(entry);","entry.dispose();","disposeEntry(e);"
"262","2316.txt","void","byte []","Record() {}"
"263","2328.txt","productName = """"; //$NON-NLS-1$","productName = """"; //$NON-NLS$","String productName = aboutInfo.getProductName();"
"264","2340.txt","if (child instanceof CoolBar && (((CoolBar)child).getStyle() & SWT.VERTICAL) != 0)","if (child instanceof ToolBar && (((ToolBar)child).getStyle() & SWT.VERTICAL) != 0)","if (child instanceof ToolBar && (((ToolBar)child).getStyle() & SWT.VERTICAL) != 0)"
"265","2342.txt","null, null,	""menu_edit_paste_tooltip""));","null, null,""menu_edit_paste""));","null, null,""menu_edit_paste""));"
"266","2349.txt","response.getRequest().getSessionId()));","response.getRequest().getRequestedSessionId()));","response.getRequest().getRequestedSessionId()));"
"267","2358.txt","JRMPRegistry.this.stop();","stop();","LocateRegistry.getRegistry(port).list();"
"268","236.txt","public char[][] getIndexCategories() {","public char[][] getMatchCategories() {","public char[] getIndexKey() {"
"269","2366.txt","ColumbaLogger.log.error(e+"" - ""+ next.getAttribute(""checkboxaction""));","ColumbaLogger.log.error(e);","ColumbaLogger.log.error(e);"
"270","2367.txt","if (org.eclipse.jface.util.Util.isGtk()) {","if (""gtk"".equals(SWT.getPlatform())) { //$NON-NLS-1$","if (!outOfOrderListener.isActive(event.time)) {"
"271","2381.txt","ModuleEntity module = getScarabModule();","ScarabModule module = (ScarabModule)getScarabModule();","ModuleEntity module = ModuleManager.getInstance(getModuleId());"
"272","2396.txt","""filtertoolbar_header""));","""filtertoolbar_label""));","""filtertoolbar_clear""));"
"273","2415.txt","this.writeSignedWord(forwardPosition, offset);","this.writeSignedShort(forwardPosition, offset);","this.writeSignedWord(forward, offset);"
"274","2420.txt","""org.columba.mail.filter"");","""filter"");","package org.columba.mail.folder;"
"275","2455.txt","folder.updateConfiguration();","folder.restartTimer();","dialog.repaint();"
"276","2464.txt","""W\u00e4hlen Sie einen erlaubten Namen f\u00fcr <ocl>self</ocl>"" },","""W\u00e4hlen Sie einen erlaubten Namen"" },","""W\u00e4hlen Sie einen anderen Paketnamen f\u00fcr <ocl>self</ocl>"" },"
"277","2471.txt","JavaCore.PLUGIN_ID,","JavaCore.getPlugin().getDescriptor().getUniqueIdentifier(),","JavaCore.getPlugin().getLog().log(status);"
"278","248.txt","boolean deferRawTypeCheck = !reportUnavoidableGenericTypeProblems && !method.isConstructor() && (arg.type.bits & ASTNode.IgnoreRawTypeCheck) == 0;","boolean deferRawTypeCheck = !reportUnavoidableGenericTypeProblems && (arg.type.bits & ASTNode.IgnoreRawTypeCheck) == 0;","boolean deferRawTypeCheck = !reportUnavoidableGenericTypeProblems && (returnType.bits & ASTNode.IgnoreRawTypeCheck) == 0;"
"279","2481.txt","Scanner scanner = this.getAST().scanner;","Scanner scanner = new Scanner(true, true, false, false, false, null, null);","scanner.setSource(source);"
"280","2491.txt","&& options.isAnyEnabled(tokenIrritants) // if irritant is effectively enabled","&& options.isAnyEnabled(tokenIrritants) // if irritant is effectevely enabled","&& !tokenIrritants.areAllSet() // no complaint against @SuppressWarnings(""all"")"
"281","2493.txt","return true;","// Don't bail in this case - we can live without an icon as one will be provided for free in EditorDescriptor","return false;"
"282","251.txt","import org.apache.tomcat.util.log.*;","import org.apache.tomcat.logging.*;","import org.apache.tomcat.util.*;"
"283","2516.txt","statusAdapter);","statusAdapter.getStatus(), null);","statusAdapter.getStatus());"
"284","2530.txt","protected Appender getConfiguredAppender() {","Appender getConfiguredAppender() {","protected Appender getAppender() {"
"285","2552.txt","return getKey(this, true/*with access flags*/, forceOpen);","return getKey(this, org.eclipse.jdt.internal.compiler.lookup.Binding.USE_ACCESS_FLAGS_IN_BINDING_KEY/*with access flags*/, forceOpen);","return getFullyQualifiedName('.', true/*show parameters*/);"
"286","2553.txt","public void traverse(ASTVisitor visitor, ClassScope scope) {","public void traverse(ASTVisitor visitor, CompilationUnitScope scope) {","public void traverse(ASTVisitor visitor, BlockScope scope) {"
