"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"149","10130.txt","final String stackTrace = writer.toString();","final String stackTrace = writer.getBuffer().toString();","final String stackTrace = writer.getBuffer().toString();",529,529,0
"150","10131.txt","getTabFolder().setVisible(isVisible);","getTabFolder().getControl().setVisible(isVisible);","getTabFolder().getControl().setVisible(isVisible);",392,392,0
"151","10132.txt","this.leafComponentType = resolvedType.isGenericType() ? env.createRawType(resolvedType, resolvedType.enclosingType()) : resolvedType;","this.leafComponentType = resolvedType.isGenericType() ? env.createRawType(resolvedType, null) : resolvedType;","this.leafComponentType = resolvedType.isGenericType() ? env.createRawType(resolvedType, null) : resolvedType;",216,216,0
"152","10133.txt","public class PackageDeclaration extends SourceRefElement implements IPackageDeclaration {","/* package */ class PackageDeclaration extends SourceRefElement implements IPackageDeclaration {","/* package */ class PackageDeclaration extends SourceRefElement implements IPackageDeclaration {",20,20,0
"153","10134.txt","&& currentScope.compilerOptions().targetJDK < ClassFileConstants.JDK1_5) {","&& currentScope.compilerOptions().sourceLevel < ClassFileConstants.JDK1_5) {","&& currentScope.compilerOptions().sourceLevel < ClassFileConstants.JDK1_5) {",43,43,0
"154","10135.txt","defaultFont = registry.filterData(registry","defaultFont = registry.bestDataArray(registry","defaultFont = registry.bestDataArray(registry",105,105,0
"155","10136.txt","VectorSet offs = ((ToDoItem)sel).getOffenders();","Set offs = ((ToDoItem)sel).getOffenders();","Set offs = ((ToDoItem)sel).getOffenders();",220,220,0
"156","10137.txt","import org.eclipse.ui.statushandlers.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;",168,168,0
"157","10138.txt","Action.SMALL_ICON, new ImageIcon(ChainsawIcons.SCROLL_TO_BOTTOM));","Action.SMALL_ICON, new ImageIcon(ChainsawIcons.DOWN));","Action.SMALL_ICON, new ImageIcon(ChainsawIcons.UP));",1833,1895,1
"158","10139.txt","return new StringBuffer(""CompilationUnit(""/*nonNLS*/).append(getFileName()).append("")""/*nonNLS*/).toString();","return new StringBuffer(""CompilationUnit("").append(getFileName()).append("")"").toString(); //$NON-NLS-1$ //$NON-NLS-2$","return new StringBuffer(""CompilationUnit("").append(getFileName()).append("")"").toString(); //$NON-NLS-1$ //$NON-NLS-2$",67,67,0
"159","1014.txt","this.preferences = FormattingPreferences.getDefault();","this.preferences = FormattingPreferences.getSunSetttings();","this.preferences = FormattingPreferences.getSunSetttings();",169,169,0
"160","10140.txt","(Identifier) identifiersById.get(identifierId);","(Identifier) categoriesById.get(identifierId);","(Identifier) categoriesById.get(identifierId);",214,214,0
"161","10141.txt","this.matchCompatibility = getMatchRule() & MATCH_COMPATIBILITY_MASK;","matchCompatibility = getMatchRule() & MATCH_COMPATIBILITY_MASK;","matchCompatibility = getMatchRule() & MATCH_COMPATIBILITY_MASK;",57,57,0
"162","10142.txt","long metaTagBits = annotationType.getAnnotationTagBits();","long metaTagBits = annotationType.tagBits;","long metaTagBits = annotationType.tagBits;",255,255,0
"163","10143.txt","foregroundColor, backgroundColor, font);","foregroundColor, backgroundColor, font, context);","foregroundColor, backgroundColor, font, context);",128,128,0
"164","10144.txt","this.categoryId = original.getCategoryId();","this.categoryId = original.getLabel();","this.categoryId = original.getLabel();",80,80,0
"165","10145.txt","import org.junit.internal.TextListener;","import org.junit.internal.runners.TextListener;","import org.junit.internal.runners.TextListener;",9,9,0
"166","10146.txt","protected BinaryMember(int type, JavaElement parent, String name) {","protected BinaryMember(int type, IJavaElement parent, String name) {","protected BinaryMember(int type, IJavaElement parent, String name) {",28,28,0
"167","10147.txt","public static GenAncestorClasses SINGLETON = new GenAncestorClasses();","public static GenAncestorClasses TheInstance = new GenAncestorClasses();","public static GenAncestorClasses TheInstance = new GenAncestorClasses();",45,45,0
"168","10148.txt","return ""(""/*nonNLS*/ + (declaringType == null ? ""<NO DECLARING TYPE>""/*nonNLS*/ : new String(declaringType)) + "")this""/*nonNLS*/;","return ""("" + (declaringType == null ? ""<NO DECLARING TYPE>"" : new String(declaringType)) + "")this""; //$NON-NLS-2$ //$NON-NLS-3$ //$NON-NLS-1$","return ""("" + (declaringType == null ? ""<NO DECLARING TYPE>"" : new String(declaringType)) + "")this""; //$NON-NLS-2$ //$NON-NLS-3$ //$NON-NLS-1$",78,78,0
"169","10149.txt","text = text.substring(i + 1, j).trim();","text = text.substring(i + 1, j - 1).trim();","text = text.substring(i + 1, j - 1).trim();",964,964,0
"170","1015.txt","import org.eclipse.jdt.internal.compiler.util.Util;","import org.eclipse.jdt.internal.core.util.Util;","import org.eclipse.jdt.internal.core.util.Util;",22,22,0
"171","10150.txt","null, null, ""menu_edit_copy_tooltip""));","null, null, ""menu_edit_copy""));","null, null, ""menu_edit_copy""));",41,41,0
"172","10151.txt","((InternalSearchPattern)this).mustResolve = true;","this.mustResolve = true;","this.enclosingElement = enclosingElement;",26,24,0.964027580075817
"173","10152.txt","return this.infoCache.get(this);","return infoCache.get(this);","return infoCache.get(this);",28,28,0
"174","10153.txt","import org.apache.tomcat.util.res.StringManager;","import org.apache.tomcat.util.StringManager;","import org.apache.tomcat.util.StringManager;",64,64,0
"175","10154.txt","if(getState().equals(XMLImport.STATE_DB_INSERTION))","if(getState().equals(DBImport.STATE_DB_INSERTION))","if(getState().equals(DBImport.STATE_DB_INSERTION))",76,76,0
"176","10155.txt","binding = new PackageBinding(packageBinding);","binding = new PackageBinding(this, packageBinding);","binding = new PackageBinding(this, packageBinding);",831,831,0
"177","10156.txt","Vector attr = new Vector( UmlHelper.getHelper().getCore().getStructuralFeatures(cls));","Vector attr = new Vector( UmlHelper.getHelper().getCore().getAttributes(cls));","Vector attr = new Vector( UmlHelper.getHelper().getCore().getAttributes(cls));",49,49,0
"178","10157.txt","boolean isWhiteSpace;","boolean isWhiteSpace, foundWhiteSpaces;","boolean isWhiteSpace, foundWhiteSpaces;",158,158,0
"179","10158.txt","((AbstractMailFrameController) getFrameMediator()).getTableSelection();","((AbstractMailFrameController) getFrameController()).getTableSelection();","((AbstractMailFrameController) getFrameController()).getTableSelection();",73,73,0
"180","10159.txt","//System.out.println(""null perspective!"");","System.out.println(""null perspective!"");","System.out.println(""null perspective!"");",187,187,0
"181","1016.txt","this.tagBits |= (TagBits.IsNestedType | TagBits.ContainsNestedTypeReferences);","this.tagBits |= TagBits.IsNestedType;","this.tagBits |= TagBits.IsNestedType;",24,24,0
"182","10160.txt","codeStream.updateLastRecordedEndPC(tryBlock.scope, position);","codeStream.updateLastRecordedEndPC(position);","codeStream.updateLastRecordedEndPC(position);",253,253,0
"183","10161.txt","if (JavaModelManager.isResourceTreeLocked()) {","if (JavaModelManager.isResourceTreeLocked()) { // TODO: remove workaround bug http://bugs.eclipse.org/bugs/show_bug.cgi?id=29624","if (JavaModelManager.isResourceTreeLocked()) { // TODO: remove workaround bug http://bugs.eclipse.org/bugs/show_bug.cgi?id=29624",2603,2603,0
"184","10162.txt","IndexSelector indexSelector = new IndexSelector(new JavaWorkspaceScope(), null, false, this);","IndexSelector indexSelector = new IndexSelector(new JavaWorkspaceScope(), null, this);","IndexSelector indexSelector = new IndexSelector(new JavaWorkspaceScope(), null, this);",477,477,0
"185","10163.txt","private static final String VERSION_INFO = ""1.99.99 (4 Aug 2004)"";","private static final String VERSION_INFO = ""1.99.99 (31 July 2004)"";","private static final String VERSION_INFO = ""1.99.99 (31 July 2004)"";",13,13,0
"186","10164.txt","import org.frapuccino.addresscombobox.AddressComboBox;","import org.frappucino.addresscombobox.AddressComboBox;","import org.frappucino.addresscombobox.AddressComboBox;",27,27,0
"187","10165.txt","ocl = ((MElement)target).getUMLClassName();","ocl = ((MElementImpl)target).getUMLClassName();","ocl = ((MElementImpl)target).getUMLClassName();",153,153,0
"188","10166.txt","ASTNode clone0(AST target) {","ASTNode clone(AST target) {","ASTNode clone(AST target) {",316,316,0
"189","10167.txt","String password = null;","String password;","String password;",250,250,0
"190","10168.txt","class ResolveThread extends Thread {","class ResolveThread implements Runnable {","class ResolveThread implements Runnable {",17,17,0
"191","10169.txt","public AccountListTable(AccountList accountList, AccountListDialog frame) {","public AccountListTable(AccountList accountList, ConfigFrame frame) {","public AccountListTable(AccountList accountList, ConfigFrame frame) {",27,27,0
"192","1017.txt","expression.traverse(this, (BlockScope) null);","expression.traverse(this, null);","expression.traverse(this, scope);",861,3732,1
"193","10170.txt","importName+="".*""; //$NON-NLS-1$","importName+="".*""/*nonNLS*/;","importName+="".*""/*nonNLS*/;",30,30,0
"194","10171.txt","SearchMatch match = locator.newFieldReferenceMatch(element, accuracy, reference.sourceStart, reference.sourceEnd+1, reference);","SearchMatch match = locator.newFieldReferenceMatch(element, accuracy, reference.sourceStart, reference.sourceEnd+1, (SingleNameReference)reference);","SearchMatch match = locator.newFieldReferenceMatch(element, accuracy, reference.sourceStart, reference.sourceEnd+1, (SingleNameReference)reference);",129,129,0
"195","10172.txt","list.update(currentSelection, null);","list.update(lastSelection, null);","list.update(lastSelection, null);",886,845,1
"196","10173.txt","BaseInterceptor ci[]=cm.getContextInterceptors();","ContextInterceptor ci[]=cm.getContextInterceptors();","ContextInterceptor ci[]=cm.getContextInterceptors();",139,139,0
"197","10174.txt","public interface IContactModelPartial extends IBasicModelPartial {","public interface IContactModelPartial extends IHeaderItemPartial {","public interface IContactModelPartial extends IHeaderItemPartial {",25,25,0
"198","10175.txt","if (size == 0 || size > 4)","if (size == 0)","if (size == 0)",140,140,0
"199","10176.txt","gd.heightHint = 100;","gd.minimumHeight = 100;","gd.minimumHeight = 100;",102,102,0
"200","10177.txt","this.name = isCaseSensitive() ? name : CharOperation.toLowerCase(name);","this.name = this.isCaseSensitive ? name : CharOperation.toLowerCase(name);","this.name = this.isCaseSensitive ? name : CharOperation.toLowerCase(name);",33,33,0
"201","10178.txt","WorkbenchHelp.setHelp(this, IWorkbenchHelpContextIds.CLOSE_ALL_PAGES_ACTION);","WorkbenchHelp.setHelp(this, IHelpContextIds.CLOSE_ALL_PAGES_ACTION);","WorkbenchHelp.setHelp(this, IHelpContextIds.CLOSE_ALL_PAGES_ACTION);",47,47,0
"202","10179.txt","import org.jboss.system.ServiceMBeanSupport;","import org.jboss.util.ServiceMBeanSupport;","import org.jboss.util.ServiceMBeanSupport;",31,31,0
"203","1018.txt","int thrownExceptionsLength = this.thrownExceptions == null ? 0 : this.thrownExceptions.length;","int thrownExceptionsLength = this.thrownExceptions.length;","int thrownExceptionsLength = this.thrownExceptions.length;",328,328,0
"204","10180.txt","} else if (scope.compilerOptions().sourceLevel >= JDK1_5 // autoboxing","} else if (scope.environment().options.sourceLevel >= JDK1_5 // autoboxing","} else if (scope.environment().options.sourceLevel >= JDK1_5 // autoboxing",212,212,0
"205","10181.txt","public static final String ATT_PARENT_CATEGORY = ""parent""; //$NON-NLS-1$","public static final String ATT_PARENT_CATEGORY = ""parent""; //$NON-NLS-N$","public static final String ATT_ICON = ""icon""; //$NON-NLS-1$",56,50,0.999987711650796
"206","10182.txt","this.preferences.insert_space_before_constructor_declaration_open_paren,","this.preferences.insert_space_before_method_declaration_open_paren,","this.preferences.insert_space_before_method_declaration_open_paren,",2558,2558,0
"207","10183.txt","public static Icon filesystemIcon = GUIUtilities.loadIcon(""Drive.png"");","public static Icon filesystemIcon = GUIUtilities.loadIcon(""drive.gif"");","public static Icon filesystemIcon = GUIUtilities.loadIcon(""drive.gif"");",41,41,0
"208","10184.txt","s+= "">"";//$NON-NLS-1$","s+= "">"";","s += ""<SelectionOnLocalName:""; //$NON-NLS-1$",29,23,0.999987711650796
"209","10185.txt","rewriteModifiers2(node, PackageDeclaration.ANNOTATIONS_PROPERTY, pos);","rewriteNodeList(node, PackageDeclaration.ANNOTATIONS_PROPERTY, pos, """", "" ""); //$NON-NLS-1$ //$NON-NLS-2$","rewriteModifiers2(node, TypeDeclaration.MODIFIERS2_PROPERTY, pos);",2592,1543,1
"210","10186.txt","@version $Revision: 1.6 $","@version $Revision: 1.5 $","@version $Revision: 1.5 $",29,29,0
"211","10187.txt","import org.columba.core.filter.FilterRule;","import org.columba.mail.filter.FilterRule;","import org.columba.mail.filter.FilterRule;",21,21,0
"212","10188.txt","i = bottom + (top - bottom) /2;","i = (bottom + top) /2;","i = (bottom + top) /2;",89,89,0
"213","10189.txt","Thread.sleep(amount);","Thread.currentThread().sleep(amount);","Thread.currentThread().sleep(amount);",96,96,0
"214","1019.txt","if (chooser == null) chooser = OsUtil.getFileChooser();","if (chooser == null) chooser = new JFileChooser();","if (chooser == null) chooser = new JFileChooser();",93,93,0
"215","10190.txt","public IAnnotationBinding resolveAnnotationBinding() {","public IResolvedAnnotation resolveAnnotation() {","public IResolvedAnnotation resolveAnnotation() {",178,178,0
"216","10191.txt","Object uid = inboxFolder.addMessage(messageStream, message.getHeader().getAttributes(),message.getHeader().getFlags());","Object uid = inboxFolder.addMessage(messageStream, message.getHeader().getAttributes(),message.getFlags());","Object uid = inboxFolder.addMessage(messageStream, message.getHeader().getAttributes(),message.getFlags());",71,71,0
"217","10192.txt","public short","public int","public",112,14,1
"218","10193.txt","TargetManager.getInstance().setTarget(p.getInitialTarget());","setTarget(p.getInitialTarget());","TargetManager.getInstance().setTarget(o);",770,454,1
"219","10194.txt","StringBuffer buf = new StringBuffer(""ModifiedBuilderType(""); //$NON-NLS-1$","StringBuffer buf = new StringBuffer(""ModifiedBuilderType(""/*nonNLS*/);","StringBuffer buf = new StringBuffer(""ModifiedBuilderType(""/*nonNLS*/);",252,252,0
"220","10195.txt","return Util.bind(""operation.createFieldProgress""); //$NON-NLS-1$","return Util.bind(""operation.createFieldProgress""/*nonNLS*/);","return Util.bind(""operation.createFieldProgress""/*nonNLS*/);",58,58,0
